ID= 254_2, Source = 1, Local odds = 0.65, Reward = 1, Time = 66.3845, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 1, Time = 71.70017, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 1, Time = 76.98775, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 0, Time = 82.38463, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 99.59973, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 105.0406, 
ID= 254_2, Source = 3, Local odds = 0.55, Reward = 1, Time = 120.0658, 
ID= 254_2, Source = 3, Local odds = 0.55, Reward = 1, Time = 125.4313, 
ID= 254_2, Source = 3, Local odds = 0.55, Reward = 1, Time = 130.8172, 
ID= 254_2, Source = 3, Local odds = 0.55, Reward = 0, Time = 136.4295, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 1, Time = 152.196, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 0, Time = 158.0486, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 1, Time = 163.4894, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 1, Time = 168.8871, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 1, Time = 174.9562, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 0, Time = 180.2713, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 0, Time = 186.2684, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 1, Time = 192.0228, 
ID= 254_2, Source = 2, Local odds = 0.6, Reward = 0, Time = 198.0405, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 214.6419, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 220.3186, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 227.3924, 
ID= 254_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 235.1001, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 1, Time = 252.7438, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 1, Time = 259.0885, 
ID= 254_2, Source = 1, Local odds = 0.65, Reward = 0, Time = 264.4312, 
