ID= 229_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 123.2952, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 140.098, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 145.683, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 151.2914, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 156.5562, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 162.1869, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 167.4735, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 172.7592, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 178.0573, 
ID= 229_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 183.2764, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 0, Time = 220.1918, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 0, Time = 225.4338, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 1, Time = 230.676, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 1, Time = 235.94, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 1, Time = 241.1596, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 1, Time = 246.3571, 
ID= 229_1, Source = 3, Local odds = 0.5, Reward = 1, Time = 251.6429, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 277.92, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 283.5834, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 288.8374, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 294.0792, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 299.3979, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 304.7619, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 310.1374, 
ID= 229_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 315.5121, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 1, Time = 342.022, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 0, Time = 347.3351, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 1, Time = 352.6165, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 1, Time = 357.9033, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 0, Time = 363.3009, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 1, Time = 368.7092, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 0, Time = 374.1396, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 0, Time = 379.4705, 
ID= 229_1, Source = 1, Local odds = 0.6, Reward = 1, Time = 384.7565, 
