ID= 301_1, Source = 2, Local odds = 0.6, Reward = 0, Time = 81.10834, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 96.62088, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 104.1315, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 110.781, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 0, Time = 116.4115, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 122.1083, 
ID= 301_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 127.7622, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 1, Time = 160.4683, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 1, Time = 166.3977, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 0, Time = 171.8399, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 0, Time = 177.7928, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 0, Time = 183.2364, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 0, Time = 188.9332, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 1, Time = 194.6295, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 1, Time = 201.2049, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 0, Time = 207.1254, 
ID= 301_1, Source = 3, Local odds = 0.55, Reward = 1, Time = 213.0867, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 241.2848, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 0, Time = 246.947, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 252.4364, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 257.8756, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 263.9842, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 0, Time = 270.113, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 0, Time = 275.7661, 
ID= 301_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 281.3637, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 306.5522, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 312.2289, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 317.8253, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 323.2357, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 329.0347, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 335.2642, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 342.2014, 
ID= 301_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 349.0589, 
