ID= 123_2, Source = 2, Local odds = 0.55, Reward = 0, Time = 48.37578, 
ID= 123_2, Source = 2, Local odds = 0.55, Reward = 1, Time = 53.95998, 
ID= 123_2, Source = 2, Local odds = 0.55, Reward = 0, Time = 59.42386, 
ID= 123_2, Source = 2, Local odds = 0.55, Reward = 1, Time = 64.91009, 
ID= 123_2, Source = 2, Local odds = 0.55, Reward = 0, Time = 70.39912, 
ID= 123_2, Source = 3, Local odds = 0.5, Reward = 1, Time = 110.2884, 
ID= 123_2, Source = 3, Local odds = 0.5, Reward = 0, Time = 115.8967, 
ID= 123_2, Source = 3, Local odds = 0.5, Reward = 0, Time = 121.3381, 
ID= 123_2, Source = 3, Local odds = 0.5, Reward = 1, Time = 126.7019, 
ID= 123_2, Source = 3, Local odds = 0.5, Reward = 0, Time = 132.0995, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 168.1598, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 173.8023, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 179.2445, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 184.6632, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 190.0754, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 195.4475, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 200.8674, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 206.2768, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 211.672, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 217.0586, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 222.469, 
ID= 123_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 260.8498, 
ID= 123_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 266.2895, 
ID= 123_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 271.6654, 
ID= 123_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 277.0717, 
ID= 123_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 282.4809, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 1, Time = 316.4545, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 321.9413, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 327.3835, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 332.7932, 
ID= 123_2, Source = 0, Local odds = 0.65, Reward = 0, Time = 338.2106, 
