ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 67.38306, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 75.58807, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 1, Time = 86.82021, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 92.82869, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 1, Time = 97.90416, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 1, Time = 103.4122, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 108.9984, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 114.7514, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 120.2045, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 125.6573, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 0, Time = 131.3209, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 1, Time = 137.0831, 
ID= 214, Source = 2, Local odds = 0.55, Reward = 1, Time = 144.9135, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 0, Time = 171.9906, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 0, Time = 177.5091, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 1, Time = 184.2072, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 1, Time = 191.2369, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 0, Time = 198.4326, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 1, Time = 206.0075, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 1, Time = 214.1599, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 0, Time = 222.0559, 
ID= 214, Source = 3, Local odds = 0.5, Reward = 1, Time = 230.152, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 0, Time = 257.1391, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 1, Time = 263.3908, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 0, Time = 269.1877, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 1, Time = 274.7635, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 0, Time = 281.2489, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 0, Time = 288.1453, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 1, Time = 295.7306, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 0, Time = 302.7612, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 1, Time = 309.2908, 
ID= 214, Source = 1, Local odds = 0.6, Reward = 1, Time = 316.3332, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 0, Time = 338.4665, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 1, Time = 343.6439, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 1, Time = 349.5389, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 1, Time = 356.0465, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 1, Time = 361.9883, 
ID= 214, Source = 0, Local odds = 0.65, Reward = 1, Time = 367.8076, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 184.6037, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 190.1427, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 196.0957, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 202.2011, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 1, Time = 208.0342, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 1, Time = 229.5915, 
ID= 214, Source = 3, Local odds = 0.55, Reward = 0, Time = 235.2331, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 256.6356, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 262.5973, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 267.8501, 
ID= 214, Source = 0, Local odds = 0.5, Reward = 0, Time = 291.2286, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 311.974, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 318.2264, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 323.3576, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 329.0546, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 334.9409, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 339.9724, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 346.3548, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 353.354, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 359.3362, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 365.3042, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 372.3562, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 378.0199, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 384.4169, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 390.7027, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 1, Time = 396.8884, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 403.1085, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 408.5728, 
ID= 214, Source = 1, Local odds = 0.65, Reward = 0, Time = 414.2694, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 435.3044, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 440.9455, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 446.6209, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 451.8518, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 457.0376, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 462.4012, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 467.988, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 473.3173, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 479.7712, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 486.0127, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 491.3757, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 497.6183, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 503.0264, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 508.091, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 0, Time = 513.5873, 
ID= 214, Source = 2, Local odds = 0.6, Reward = 1, Time = 519.1076, 
