ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 86.77287, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 92.27879, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 97.55392, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 102.851, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 108.1271, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 113.2465, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 118.8439, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 124.3744, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 130.0849, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 135.3581, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 140.8221, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 146.1527, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 151.628, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 157.3136, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 162.6666, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 167.9643, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 173.3173, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 178.5925, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 183.8228, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 189.5983, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 195.0847, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 200.7816, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 206.5793, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 212.2769, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 217.5298, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 222.9826, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 229.9653, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 235.4551, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 240.7624, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 246.3044, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 253.1343, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 259.3866, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 264.6844, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 270.004, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 276.2894, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 281.5094, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 287.0215, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 292.3376, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 297.7352, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 303.4763, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 309.2292, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 314.9267, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 1, Time = 320.3683, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 326.0435, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 331.5854, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 337.4156, 
ID= 231_2, Source = 1, Local odds = 0.6, Reward = 0, Time = 347.9663, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 368.1228, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 373.4103, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 378.7516, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 384.0296, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 389.335, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 394.6763, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 400.0189, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 405.2828, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 410.5696, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 415.7005, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 420.9539, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 426.2061, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 431.4818, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 438.4005, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 444.3191, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 449.4173, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 454.6591, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 460.0902, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 465.4098, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 470.7831, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 476.4493, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 482.2457, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 487.6326, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 493.4296, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 498.7486, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 503.824, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 509.2662, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 514.6371, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 519.9178, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 525.4806, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 531.0997, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 536.5084, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 541.8065, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 0, Time = 547.1255, 
ID= 231_2, Source = 0, Local odds = 0.5, Reward = 1, Time = 552.4893, 
