ID= 243_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 88.00229, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 93.60313, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 99.73355, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 105.1532, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 110.8837, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 116.6146, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 121.6565, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 0, Time = 129.6311, 
ID= 243_1, Source = 1, Local odds = 0.65, Reward = 1, Time = 135.5275, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 1, Time = 170.4768, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 1, Time = 175.6753, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 1, Time = 181.1721, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 0, Time = 186.513, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 1, Time = 192.4656, 
ID= 243_1, Source = 2, Local odds = 0.5, Reward = 1, Time = 198.1187, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 232.4138, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 0, Time = 237.9862, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 0, Time = 243.6191, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 248.7166, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 254.1695, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 259.5569, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 0, Time = 264.9088, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 0, Time = 272.4505, 
ID= 243_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 278.1584, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 0, Time = 303.213, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 1, Time = 308.2546, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 1, Time = 313.795, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 0, Time = 319.2384, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 0, Time = 324.247, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 1, Time = 329.6451, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 1, Time = 335.2423, 
ID= 243_1, Source = 0, Local odds = 0.55, Reward = 1, Time = 340.3501, 
