ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 40.25151, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 45.74737, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 51.30189, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 56.64193, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 62.03047, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 67.43674, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 72.79328, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 78.17664, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 83.58616, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 88.91647, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 113.9153, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 119.3906, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 124.7315, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 130.1178, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 155.1401, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 160.4931, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 166.0006, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 171.3566, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 176.6627, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 182.0373, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 187.3244, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 1, Time = 212.5444, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 1, Time = 217.975, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 1, Time = 223.5208, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 0, Time = 228.8476, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 1, Time = 234.1799, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 1, Time = 239.5873, 
ID= 164_2, Source = 0, Local odds = 0.55, Reward = 0, Time = 245.0202, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 272.0386, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 277.4019, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 282.7229, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 288.1987, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 293.5849, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 299.0254, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 304.3772, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 1, Time = 309.7191, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 315.0951, 
ID= 164_2, Source = 3, Local odds = 0.6, Reward = 0, Time = 320.4034, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 346.0915, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 351.4668, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 356.7766, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 362.1623, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 1, Time = 367.4599, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 372.8246, 
ID= 164_2, Source = 2, Local odds = 0.65, Reward = 0, Time = 378.1443, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 403.5312, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 408.8605, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 414.3918, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 419.9052, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 425.3194, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 430.7404, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 436.1378, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 441.8351, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 447.4203, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 452.952, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 458.4384, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 464.4227, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 1, Time = 469.8643, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 475.4514, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 480.8604, 
ID= 164_2, Source = 1, Local odds = 0.5, Reward = 0, Time = 486.1788, 
