ID= 114_1, Source = 2, Local odds = 0.6, Reward = 0, Time = 52.74406, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 63.42606, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 73.22115, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 0, Time = 80.41865, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 85.95996, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 91.35691, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 96.73322, 
ID= 114_1, Source = 2, Local odds = 0.6, Reward = 1, Time = 102.1096, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 0, Time = 132.1618, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 137.5569, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 142.9563, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 148.3731, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 0, Time = 153.8936, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 0, Time = 159.2472, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 0, Time = 164.5893, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 0, Time = 169.9975, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 175.4293, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 180.7913, 
ID= 114_1, Source = 1, Local odds = 0.55, Reward = 1, Time = 186.1557, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 0, Time = 214.6059, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 220.0053, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 225.4378, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 230.7668, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 236.1302, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 241.5844, 
ID= 114_1, Source = 0, Local odds = 0.5, Reward = 1, Time = 247.0043, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 273.5356, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 278.8663, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 284.3529, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 289.6717, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 0, Time = 295.0465, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 300.38, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 0, Time = 305.8198, 
ID= 114_1, Source = 3, Local odds = 0.65, Reward = 1, Time = 311.2393, 
