ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 41.56268, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 51.39641, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 57.16777, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 70.81738, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 76.18128, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 81.4454, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 86.70998, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 91.92866, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 97.39453, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 102.7578, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 116.1841, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 121.4602, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 126.735, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 131.9888, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 137.2635, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 142.5496, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 147.8024, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 153.0776, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 158.3089, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 163.5714, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 168.8727, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 174.2225, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 179.4878, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 184.7731, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 190.0927, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 195.3797, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 200.6542, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 213.6367, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 219.3456, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 224.6544, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 229.9505, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 235.3139, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 240.5707, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 245.8548, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 251.1192, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 256.3397, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 261.6348, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 266.9, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 1, Time = 272.1752, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 283.5804, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 288.8229, 
ID= 305_2, Source = 3, Local odds = 0.65, Reward = 0, Time = 294.1653, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 309.9677, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 315.3098, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 320.5733, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 325.8485, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 331.1573, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 338.2777, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 345.5535, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 350.8385, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 356.168, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 361.7852, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 367.0647, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 372.2922, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 377.6129, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 0, Time = 382.8759, 
ID= 305_2, Source = 2, Local odds = 0.5, Reward = 1, Time = 388.1537, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 403.2121, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 439.3971, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 444.6545, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 449.9078, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 455.1621, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 460.5028, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 466.3663, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 472.362, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 481.2603, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 486.7026, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 0, Time = 492.0207, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 497.2849, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 502.5708, 
ID= 305_2, Source = 1, Local odds = 0.55, Reward = 1, Time = 507.8479, 
