ID= 126_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 54.58554, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 61.25568, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 70.69704, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 83.20104, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 0, Time = 88.69937, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 96.60692, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 103.5021, 
ID= 126_1, Source = 2, Local odds = 0.55, Reward = 1, Time = 110.464, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 1, Time = 156.9884, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 162.3977, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 169.238, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 1, Time = 176.3229, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 184.6411, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 191.9158, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 197.5791, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 1, Time = 203.898, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 210.2191, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 1, Time = 215.9587, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 221.7615, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 227.3771, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 233.6313, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 240.0806, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 246.522, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 252.4319, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 0, Time = 257.672, 
ID= 126_1, Source = 1, Local odds = 0.5, Reward = 1, Time = 263.1478, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 293.9446, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 0, Time = 299.9287, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 305.1378, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 311.3249, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 316.8772, 
ID= 126_1, Source = 3, Local odds = 0.6, Reward = 1, Time = 322.3524, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 349.7162, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 355.5703, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 360.867, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 366.6197, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 371.629, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 377.918, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 383.4223, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 0, Time = 389.0638, 
ID= 126_1, Source = 0, Local odds = 0.65, Reward = 1, Time = 395.2419, 
