"","id","Source","Local_odds","Reward","Time"
"1","Mitch_Exploration","0",0.5,1,25.94348
"2","Mitch_Exploration","0",0.5,0,31.16407
"3","Mitch_Exploration","0",0.5,1,36.40593
"4","Mitch_Exploration","0",0.5,1,41.66948
"5","Mitch_Exploration","0",0.5,1,46.94163
"6","Mitch_Exploration","0",0.5,1,52.16399
"7","Mitch_Exploration","0",0.5,0,58.35603
"8","Mitch_Exploration","0",0.5,0,63.63612
"9","Mitch_Exploration","0",0.5,0,68.90222
"10","Mitch_Exploration","0",0.5,0,74.17661
"11","Mitch_Exploration","0",0.5,0,79.3709
"12","Mitch_Exploration","0",0.5,1,84.59335
"13","Mitch_Exploration","0",0.5,0,89.81419
"14","Mitch_Exploration","0",0.5,1,95.0669
"15","Mitch_Exploration","0",0.5,1,100.3869
"16","Mitch_Exploration","1",0.55,1,115.8129
"17","Mitch_Exploration","1",0.55,0,121.1199
"18","Mitch_Exploration","1",0.55,1,126.3627
"19","Mitch_Exploration","1",0.55,1,131.6689
"20","Mitch_Exploration","1",0.55,1,136.9128
"21","Mitch_Exploration","1",0.55,1,142.1546
"22","Mitch_Exploration","1",0.55,1,147.407
"23","Mitch_Exploration","1",0.55,1,152.7492
"24","Mitch_Exploration","1",0.55,1,158.0686
"25","Mitch_Exploration","1",0.55,0,163.3221
"26","Mitch_Exploration","1",0.55,1,168.6516
"27","Mitch_Exploration","1",0.55,1,173.9717
"28","Mitch_Exploration","1",0.55,1,179.27
"29","Mitch_Exploration","1",0.55,0,184.567
"30","Mitch_Exploration","1",0.55,1,189.8546
"31","Mitch_Exploration","1",0.55,1,195.1625
"32","Mitch_Exploration","1",0.55,1,200.4767
"33","Mitch_Exploration","2",0.6,1,217.4093
"34","Mitch_Exploration","2",0.6,1,222.6388
"35","Mitch_Exploration","2",0.6,0,227.9226
"36","Mitch_Exploration","2",0.6,1,233.243
"37","Mitch_Exploration","2",0.6,1,238.6522
"38","Mitch_Exploration","2",0.6,1,244.0601
"39","Mitch_Exploration","2",0.6,0,249.324
"40","Mitch_Exploration","2",0.6,1,254.5626
"41","Mitch_Exploration","2",0.6,0,259.9861
"42","Mitch_Exploration","2",0.6,1,265.3723
"43","Mitch_Exploration","2",0.6,1,270.8476
"44","Mitch_Exploration","2",0.6,0,276.0781
"45","Mitch_Exploration","2",0.6,1,281.3094
"46","Mitch_Exploration","2",0.6,1,286.5841
"47","Mitch_Exploration","2",0.6,0,291.903
"48","Mitch_Exploration","2",0.6,1,297.133
"49","Mitch_Exploration","2",0.6,0,302.5321
"50","Mitch_Exploration","2",0.6,0,307.8535
"51","Mitch_Exploration","3",0.65,1,326.523
"52","Mitch_Exploration","3",0.65,0,331.8971
"53","Mitch_Exploration","3",0.65,1,337.1617
"54","Mitch_Exploration","3",0.65,0,342.2335
"55","Mitch_Exploration","3",0.65,1,347.5516
"56","Mitch_Exploration","3",0.65,1,352.8414
"57","Mitch_Exploration","3",0.65,1,358.1393
"58","Mitch_Exploration","3",0.65,0,363.415
"59","Mitch_Exploration","3",0.65,1,368.6367
"60","Mitch_Exploration","3",0.65,0,373.9098
"61","Mitch_Exploration","3",0.65,0,379.1078
"62","Mitch_Exploration","3",0.65,1,384.4055
"63","Mitch_Exploration","3",0.65,1,389.7134
"64","Mitch_Exploration","3",0.65,1,395.0773
"65","Mitch_Exploration","3",0.65,1,400.3531
"66","Mitch_Exploration","3",0.65,1,405.6491
"67","Mitch_Exploration","3",0.65,1,422.0154
"68","Mitch_Exploration","3",0.65,0,427.3382
"69","Mitch_Exploration","3",0.65,1,432.6489
"70","Mitch_Exploration","3",0.65,1,437.9342
"71","Mitch_Exploration","3",0.65,0,443.1646
"72","Mitch_Exploration","3",0.65,0,448.4975
"73","Mitch_Exploration","3",0.65,0,453.9379
"74","Mitch_Exploration","3",0.65,0,459.1877
"75","Mitch_Exploration","3",0.65,1,464.4172
"76","Mitch_Exploration","3",0.65,0,469.6411
"77","Mitch_Exploration","0",0.5,1,486.224
"78","Mitch_Exploration","0",0.5,1,491.6518
"79","Mitch_Exploration","0",0.5,1,496.9291
"80","Mitch_Exploration","0",0.5,1,502.1028
"81","Mitch_Exploration","0",0.5,1,507.9575
"82","Mitch_Exploration","0",0.5,0,513.0926
"83","Mitch_Exploration","0",0.5,0,518.3725
"84","Mitch_Exploration","0",0.5,1,523.6061
"85","Mitch_Exploration","0",0.5,0,528.8209
"86","Mitch_Exploration","0",0.5,0,534.0545
"87","Mitch_Exploration","0",0.5,1,540.0811
"88","Mitch_Exploration","0",0.5,1,545.2943
"89","Mitch_Exploration","1",0.55,1,560.442
"90","Mitch_Exploration","1",0.55,1,565.7167
"91","Mitch_Exploration","1",0.55,1,571.8529
"92","Mitch_Exploration","1",0.55,1,577.1222
"93","Mitch_Exploration","1",0.55,0,582.3966
"94","Mitch_Exploration","1",0.55,1,587.8182
"95","Mitch_Exploration","1",0.55,1,593.0899
"96","Mitch_Exploration","1",0.55,1,598.4235
"97","Mitch_Exploration","1",0.55,1,603.6601
"98","Mitch_Exploration","1",0.55,1,609.1198
"99","Mitch_Exploration","1",0.55,0,614.382
