"","id","Source","Local_odds","Reward","Time"
"1","Tikal_Control","3",0.55,1,34.44263
"2","Tikal_Control","3",0.55,0,39.51577
"3","Tikal_Control","3",0.55,1,44.75779
"4","Tikal_Control","3",0.55,0,50.02123
"5","Tikal_Control","2",0.6,1,69.57937
"6","Tikal_Control","2",0.6,1,74.95551
"7","Tikal_Control","2",0.6,1,80.18293
"8","Tikal_Control","2",0.6,1,85.50525
"9","Tikal_Control","2",0.6,0,90.7676
"10","Tikal_Control","2",0.6,0,96.0545
"11","Tikal_Control","2",0.6,0,101.2962
"12","Tikal_Control","2",0.6,1,106.6343
"13","Tikal_Control","2",0.6,1,111.9363
"14","Tikal_Control","2",0.6,0,117.2259
"15","Tikal_Control","2",0.6,1,122.4871
"16","Tikal_Control","0",0.65,1,142.0008
"17","Tikal_Control","0",0.65,1,147.3068
"18","Tikal_Control","0",0.65,1,152.5519
"19","Tikal_Control","0",0.65,0,157.847
"20","Tikal_Control","0",0.65,1,163.1259
"21","Tikal_Control","0",0.65,1,168.4098
"22","Tikal_Control","0",0.65,1,173.6514
"23","Tikal_Control","0",0.65,1,178.9277
"24","Tikal_Control","0",0.65,1,184.2134
"25","Tikal_Control","0",0.65,1,189.4435
"26","Tikal_Control","0",0.65,1,194.7297
"27","Tikal_Control","0",0.65,1,200.018
"28","Tikal_Control","0",0.65,1,205.327
"29","Tikal_Control","0",0.65,1,210.579
"30","Tikal_Control","1",0.5,1,229.5029
"31","Tikal_Control","1",0.5,0,234.8098
"32","Tikal_Control","1",0.5,1,240.1093
"33","Tikal_Control","1",0.5,1,245.3936
"34","Tikal_Control","1",0.5,1,250.6702
"35","Tikal_Control","1",0.5,0,256.6825
"36","Tikal_Control","1",0.5,0,261.986
"37","Tikal_Control","1",0.5,0,267.1502
"38","Tikal_Control","1",0.5,0,272.2478
"39","Tikal_Control","1",0.5,1,277.5232
"40","Tikal_Control","1",0.5,0,282.9207
"41","Tikal_Control","0",0.65,1,306.9663
"42","Tikal_Control","0",0.65,1,312.1846
"43","Tikal_Control","0",0.65,0,317.4371
"44","Tikal_Control","0",0.65,1,322.7026
"45","Tikal_Control","0",0.65,0,327.9938
"46","Tikal_Control","0",0.65,1,333.275
"47","Tikal_Control","0",0.65,1,339.1561
"48","Tikal_Control","0",0.65,0,344.3699
"49","Tikal_Control","0",0.65,1,350.6825
"50","Tikal_Control","0",0.65,0,356.0746
"51","Tikal_Control","0",0.65,0,361.5038
"52","Tikal_Control","0",0.65,0,366.7906
"53","Tikal_Control","0",0.65,0,372.032
"54","Tikal_Control","2",0.6,1,390.5926
"55","Tikal_Control","2",0.6,1,396.0297
"56","Tikal_Control","2",0.6,0,401.2641
"57","Tikal_Control","2",0.6,1,406.5317
"58","Tikal_Control","2",0.6,0,411.8029
"59","Tikal_Control","2",0.6,1,417.0898
"60","Tikal_Control","2",0.6,0,422.3616
"61","Tikal_Control","2",0.6,1,427.6627
"62","Tikal_Control","2",0.6,1,432.9265
"63","Tikal_Control","2",0.6,0,438.2236
"64","Tikal_Control","2",0.6,1,443.4991
"65","Tikal_Control","2",0.6,1,448.7637
"66","Tikal_Control","2",0.6,1,454.0518
"67","Tikal_Control","2",0.6,1,459.3594
"68","Tikal_Control","2",0.6,1,464.6667
"69","Tikal_Control","2",0.6,0,469.9411
"70","Tikal_Control","2",0.6,0,475.2286
"71","Tikal_Control","2",0.6,0,480.5369
"72","Tikal_Control","2",0.6,1,485.8244
"73","Tikal_Control","2",0.6,0,491.1209
"74","Tikal_Control","2",0.6,1,496.3921
"75","Tikal_Control","2",0.6,0,501.6688
"76","Tikal_Control","2",0.6,1,506.9454
"77","Tikal_Control","2",0.6,1,512.2103
"78","Tikal_Control","2",0.6,0,517.5533
"79","Tikal_Control","2",0.6,0,522.8047
"80","Tikal_Control","2",0.6,1,528.1096
"81","Tikal_Control","2",0.6,0,533.4114
"82","Tikal_Control","2",0.6,0,539.0318
"83","Tikal_Control","2",0.6,0,544.0631
"84","Tikal_Control","2",0.6,1,549.3813
"85","Tikal_Control","3",0.55,0,565.764
"86","Tikal_Control","3",0.55,1,571.0171
"87","Tikal_Control","3",0.55,1,576.2812
"88","Tikal_Control","3",0.55,1,581.5372
"89","Tikal_Control","3",0.55,0,586.8099
"90","Tikal_Control","3",0.55,0,592.0944
"91","Tikal_Control","3",0.55,0,597.3496
"92","Tikal_Control","3",0.55,0,602.6222
"93","Tikal_Control","3",0.55,0,607.9103
"94","Tikal_Control","3",0.55,0,613.2068
"95","Tikal_Control","3",0.55,0,618.5229
